sgRNA	Gene	baseline_1	fxn_1	baseline_2	fxn_2
sgFAM9C_3	FAM9C	484	577	625	696
sgC12orf74_1	C12orf74	403	316	789	657
Neg_Control_Human_GA_0243	NegCtrl	672	331	393	707
sgDENND6B_2	DENND6B	1263	838	2085	1513
sgCSAG1_4	CSAG1	997	1171	2184	2236
sgFAM136A_4	FAM136A	905	520	405	497
sgSLC19A1_4	SLC19A1	429	494	1041	731
sgPARP2_4	PARP2	791	483	1546	1103
sgLZTS3_3	LZTS3	524	634	9405	6021
sgLILRA6_1	LILRA6	660	391	1070	1018
sgPEX10_3	PEX10	2391	1429	2472	1320
sgKIAA2018_3	KIAA2018	556	296	1712	1389
sgTCF3_3	TCF3	1669	1329	768	952
sgTEX10_1	TEX10	431	223	1244	1230
sgDGKQ_3	DGKQ	471	336	616	1226
sgMBLAC1_1	MBLAC1	900	938	3240	2495
sgGON4L_1	GON4L	329	380	376	467
sgHCN1_2	HCN1	1311	1023	1358	1105
sgPDF_3	PDF	758	697	379	472
sgONECUT2_2	ONECUT2	1056	872	5970	3795
sgFHL3_4	FHL3	1356	867	244	487
sgGRAMD1C_3	GRAMD1C	358	458	1008	828
sgHBA2_1	HBA2	1117	897	2886	2081
sgHIST1H2BL_4	HIST1H2BL	475	254	487	966
sgTMEM220_1	TMEM220	1546	1301	1270	733
sgPIN1_1	PIN1	1375	1333	597	445
sgTAS2R19_1	TAS2R19	671	782	1868	1367
sgBAD_3	BAD	1079	743	376	528
sgCXorf40B_1	CXorf40B	1503	1422	4671	3792
sgOR5T2_4	OR5T2	1030	518	1281	809
sgRAD51AP1_4	RAD51AP1	2518	1762	94	163
sgKIR2DL4_4	KIR2DL4	1560	774	3197	2728
sgOCEL1_1	OCEL1	1818	833	651	709
sgFGD3_4	FGD3	899	689	1529	1012
sgTMPRSS12_1	TMPRSS12	447	506	1481	1175
sgSTX6_3	STX6	344	568	858	1058
sgOTOP3_2	OTOP3	963	532	1026	1275
sgC19orf71_3	C19orf71	1583	1476	1825	889
sgHES1_1	HES1	1143	1350	684	793
sgZFP36L1_3	ZFP36L1	969	1380	2376	2158
sgOR2B3_2	OR2B3	1773	1371	4096	2269
sgSLAMF9_4	SLAMF9	896	961	863	700
sgVAX2_1	VAX2	1998	1426	2598	1957
sgSAMD3_3	SAMD3	1111	690	699	503
sgAIFM3_2	AIFM3	581	741	3195	1629
sgTRIM64B_3	TRIM64B	387	575	962	279
sgSLC24A2_3	SLC24A2	1095	643	2397	1452
sgCYP2R1_4	CYP2R1	2216	1682	1325	686
sgSLC12A3_4	SLC12A3	1006	715	1333	712
sgUSH2A_4	USH2A	1208	1886	2148	1294
sgAMBRA1_2	AMBRA1	2104	1689	1764	1184
sgCLMP_4	CLMP	743	519	928	1017
sgC11orf58_4	C11orf58	1192	815	1842	1268
sgARHGEF35_1	ARHGEF35	444	454	2620	1005
sgFKTN_4	FKTN	1361	1248	804	578
sgNWD1_2	NWD1	1287	1961	1546	1009
sgDSCR3_1	DSCR3	1175	903	1953	1487
sgGEMIN4_4	GEMIN4	692	366	90	200
sgUSP6NL_4	USP6NL	1105	793	1602	1169
sgMUS81_3	MUS81	719	750	880	736
sgKIAA1217_2	KIAA1217	1363	1012	14288	7974
sgCDKN2AIP_2	CDKN2AIP	707	815	1070	440
sgSLC9A4_3	SLC9A4	1616	1314	2789	1394
sgMMP28_3	MMP28	2147	1674	1800	1606
sgDNAJB12_2	DNAJB12	837	391	2257	1336
sgADPRM_2	ADPRM	1695	1405	546	650
sgNPEPL1_2	NPEPL1	2610	2461	361	375
sgL3MBTL1_3	L3MBTL1	866	1017	889	978
sgPERP_4	PERP	705	1111	210	202
sgCRTC1_2	CRTC1	812	1134	344	471
sgCMBL_3	CMBL	483	504	1310	3037
sgTTC30B_4	TTC30B	762	770	167	88
sgAHNAK2_3	AHNAK2	1315	572	1764	1398
sgNPSR1_4	NPSR1	945	523	1532	1536
sgTCEA2_3	TCEA2	645	765	877	1049
sgAANAT_4	AANAT	3920	2625	494	572
sgSH3KBP1_3	SH3KBP1	725	451	83	27
sgWDR26_4	WDR26	1657	844	648	367
sgZNF846_1	ZNF846	750	686	638	396
sgYTHDC1_3	YTHDC1	1044	301	421	186
sgIAPP_4	IAPP	1321	950	4991	4356
sgLPPR4_1	LPPR4	1360	1501	3825	2773
sgCMTM8_3	CMTM8	569	339	628	730
sgCCDC96_4	CCDC96	1338	984	3013	2732
sgAPOF_4	APOF	587	761	1226	627
sgDCTN1_4	DCTN1	743	694	1994	1222
sgLOC643802_3	LOC643802	629	590	934	542
sgCRACR2A_2	CRACR2A	1187	1125	4739	4315
sgDARS_4	DARS	744	854	755	265
sgGRWD1_1	GRWD1	610	564	313	741
sgFAM19A3_1	FAM19A3	1599	1434	932	1249
sgJMY_4	JMY	465	567	3971	2319
sgMAP1B_3	MAP1B	1459	999	615	837
sgPPP1R32_1	PPP1R32	411	768	1167	1031
sgTSR1_3	TSR1	167	332	211	349
sgNOTUM_2	NOTUM	488	170	153	134
sgWHSC1_2	WHSC1	1316	623	5508	2294
sgTRIM71_3	TRIM71	1716	1653	5435	2154
sgTRIM37_4	TRIM37	259	240	6462	2417
sgC1orf50_2	C1orf50	622	316	188	204
sgLOC101929372_1	LOC101929372	446	422	79	248
sgPSEN2_4	PSEN2	350	663	2635	1599
sgNCAM2_2	NCAM2	1637	1841	936	1199
sgTACR1_3	TACR1	1587	1395	678	547
sgCTSS_3	CTSS	1871	2022	4813	2631
sgC3orf56_1	C3orf56	1570	1098	2392	2145
sgRETN_3	RETN	1384	1336	879	982
sgZNF408_2	ZNF408	210	87	2103	1877
sgC17orf85_1	C17orf85	1094	969	2610	1287
sgSMYD4_3	SMYD4	573	673	1047	830
sgCDIP1_4	CDIP1	690	675	3591	2036
sgRHOXF1_3	RHOXF1	1852	1696	1112	1047
sgUBE2D4_3	UBE2D4	5632	4043	3038	1620
sgKIF1B_1	KIF1B	525	684	3116	1942
sgFAM24A_2	FAM24A	2650	2241	4003	2852
sgDAAM2_4	DAAM2	1195	1013	9318	5822
sgCCL21_1	CCL21	856	563	1122	987
sgTRAF4_2	TRAF4	837	711	292	649
sgFMNL1_2	FMNL1	977	650	5164	2854
sgUBR7_2	UBR7	1062	920	579	687
sgNPM2_2	NPM2	947	1004	484	414
sgBTG1_3	BTG1	641	956	1607	883
sgCSF2_4	CSF2	1312	1074	655	550
sgGABRR2_1	GABRR2	1171	544	1761	1297
sgAMMECR1_1	AMMECR1	782	671	1802	2004
sgFAHD2B_4	FAHD2B	1085	1220	4219	2878
sgNSUN2_1	NSUN2	1476	1064	1216	973
sgPTPN3_1	PTPN3	1422	947	3304	2142
sgADGRE1_2	ADGRE1	1480	1190	5049	3500
sgPLCD4_4	PLCD4	1169	664	1331	1573
sgSMO_1	SMO	1917	1817	378	602
sgCCDC151_4	CCDC151	2175	1715	3634	4786
sgFOXL2_3	FOXL2	2620	1434	3308	2255
sgKRTAP19-1_3	KRTAP19-1	1055	955	693	482
sgPCDHB16_2	PCDHB16	2426	1517	1290	944
sgMYH7B_4	MYH7B	1451	988	1580	1333
sgPSMG4_2	PSMG4	405	321	540	753
sgPKIB_3	PKIB	559	491	1071	463
sgDEFB130_4	DEFB130	1293	858	443	518
sgDCANP1_2	DCANP1	2410	1664	698	753
sgMPV17L2_2	MPV17L2	809	668	1862	1622
sgTOX4_2	TOX4	974	909	1129	930
sgSPSB4_1	SPSB4	725	602	1572	1413
sgLIMS3L_4	LIMS3L	144	88	599	383
sgSLC6A1_3	SLC6A1	1933	978	626	1025
sgPRKD1_4	PRKD1	932	513	561	805
sgZNF836_3	ZNF836	1155	1037	6096	4913
sgINTS8_3	INTS8	813	398	364	269
sgTRAPPC5_3	TRAPPC5	461	1014	170	88
sgBIRC7_1	BIRC7	802	566	382	144
sgITGA1_4	ITGA1	1032	800	572	443
sgIGFALS_2	IGFALS	1266	1096	494	464
sgZNF879_1	ZNF879	445	564	1321	507
sgFSCB_4	FSCB	413	267	1274	1204
sgCXCL14_2	CXCL14	2246	1481	431	327
sgDNAJB6_2	DNAJB6	1632	1095	6320	4419
sgTMEM223_4	TMEM223	1219	1072	5891	4684
sgZC3H10_4	ZC3H10	698	669	1794	1883
sgHTR2C_3	HTR2C	2717	1602	413	314
sgWNK1_3	WNK1	971	935	20	50
sgPI4KB_3	PI4KB	674	759	966	1481
sgDDX19B_4	DDX19B	1367	844	498	993
sgBRICD5_3	BRICD5	849	461	2185	2101
sgDEGS1_4	DEGS1	1129	692	4453	2729
sgHNRNPCL3_2	HNRNPCL3	136	299	642	194
sgTRIM66_3	TRIM66	735	670	725	2153
sgPTPRH_3	PTPRH	1326	970	1028	1036
sgDPP3_2	DPP3	1314	1313	2752	1805
sgMMP21_1	MMP21	1127	1105	2084	1266
sgPRAME_2	PRAME	1362	963	1789	1075
sgLOC389602_2	LOC389602	1132	938	853	544
sgASAH1_4	ASAH1	344	278	1689	652
sgFOCAD_3	FOCAD	631	654	490	863
sgBAZ2A_2	BAZ2A	623	304	441	140
sgFAM3D_4	FAM3D	2455	1362	1980	1646
sgGFAP_3	GFAP	1291	1088	476	407
sgSNX18_1	SNX18	223	291	2632	1912
sgTOR1AIP2_3	TOR1AIP2	271	108	1678	1134
sgHIST1H1B_2	HIST1H1B	427	569	101	167
sgEVI2A_1	EVI2A	1545	1611	2839	1579
sgLACTBL1_2	LACTBL1	388	310	659	1134
sgZNF345_1	ZNF345	2071	1620	1794	1125
sgHIP1R_3	HIP1R	2303	4644	583	1180
sgHIST2H4B_4	HIST2H4B	1419	1169	166	186
sgWNT5A_2	WNT5A	1113	1002	1096	598
sgZSCAN22_4	ZSCAN22	669	384	505	360
sgXPC_1	XPC	1117	796	287	310
sgLRRC63_2	LRRC63	636	370	1276	2112
sgGAMT_1	GAMT	242	215	586	790
sgRGR_1	RGR	186	256	1160	1222
sgNPIPB6_2	NPIPB6	881	344	1197	348
sgTMEM106C_1	TMEM106C	610	1054	348	420
sgPPIL4_1	PPIL4	1011	1342	1300	689
sgMKLN1_3	MKLN1	1003	829	1000	926
sgACMSD_3	ACMSD	735	331	2690	2241
sgBAIAP3_1	BAIAP3	895	759	990	926
sgRASSF6_4	RASSF6	1198	1036	1981	1761
sgGLIPR1L1_2	GLIPR1L1	339	441	1775	883
sgCHRM1_3	CHRM1	635	958	2814	1077
sgGALNTL5_1	GALNTL5	827	794	2321	1162
sgC11orf87_4	C11orf87	859	536	1141	805
sgNRXN1_3	NRXN1	1564	1414	5041	2967
sgMYLK2_1	MYLK2	847	505	304	277
sgZNF480_1	ZNF480	494	190	280	229
sgST20-MTHFS_4	ST20-MTHFS	1449	849	5564	3319
sgGTF2B_2	GTF2B	877	807	677	509
sgLYPD3_2	LYPD3	1347	831	726	848
sgCDH9_4	CDH9	688	393	501	532
sgNQO2_1	NQO2	1066	1557	1398	846
sgRPL3L_4	RPL3L	1947	2399	1025	812
sgRNF31_1	RNF31	214	280	61	102
sgTCF7L1_2	TCF7L1	663	382	2630	1885
sgSUMO4_4	SUMO4	866	864	805	816
sgSURF4_3	SURF4	430	720	632	978
sgUPP1_2	UPP1	1169	949	101	69
sgTDRKH_4	TDRKH	642	1292	2163	2028
sgPLEKHN1_4	PLEKHN1	1463	1206	4144	2618
sgMSR1_1	MSR1	383	687	1942	2109
sgTCTE1_1	TCTE1	1179	1036	1043	520
sgCST3_1	CST3	432	183	265	198
sgAP4B1_2	AP4B1	864	1063	704	778
sgIRX6_4	IRX6	732	415	2205	1753
sgKIAA1522_4	KIAA1522	3670	3037	647	949
sgLARP6_1	LARP6	592	385	2003	1553
sgMDH2_1	MDH2	627	1075	559	703
sgCHRD_2	CHRD	191	171	668	1087
sgGLYAT_3	GLYAT	1704	1184	4396	3122
sgCTC1_4	CTC1	378	369	220	271
sgGABRA6_2	GABRA6	1993	1931	4633	3925
sgACOT13_2	ACOT13	130	77	970	372
sgSTRIP2_1	STRIP2	1986	1774	1765	1393
sgPIP5K1A_3	PIP5K1A	1111	1034	590	323
sgATP2A3_1	ATP2A3	1418	1311	1134	845
sgSLC17A7_1	SLC17A7	1124	1084	674	335
sgDNMBP_2	DNMBP	1270	1010	6057	2287
sgMYEF2_3	MYEF2	636	561	331	198
sgDMC1_2	DMC1	255	412	1018	1053
sgSEPT10_4	Sep-10	1157	955	1410	796
sgARL14_3	ARL14	452	492	894	850
sgFAM199X_1	FAM199X	3301	2815	975	1005
sgCCDC25_3	CCDC25	401	551	863	1470
sgCALCA_2	CALCA	525	505	222	415
sgDECR1_1	DECR1	1014	507	8075	3508
sgVGF_2	VGF	1778	1946	4277	2088
sgGIN1_1	GIN1	1267	1257	1543	1233
sgDNAH14_4	DNAH14	1921	1500	1036	701
sgNDUFAF7_1	NDUFAF7	2550	1622	4318	2957
sgMRPL28_3	MRPL28	462	725	1067	1122
sgPAK2_3	PAK2	1078	1172	5614	2508
sgCDK5RAP1_3	CDK5RAP1	1043	713	389	228
sgPRPF8_2	PRPF8	677	847	1482	990
sgOR2T35_3	OR2T35	360	429	759	393
sgPRPS2_3	PRPS2	1896	1472	1204	1304
sgPLCD1_4	PLCD1	1315	1035	2645	1911
sgLOC653602_1	LOC653602	551	706	1056	947
sgCYP11B2_2	CYP11B2	3391	2509	1681	2890
sgCSGALNACT1_2	CSGALNACT1	996	519	1583	1044
sgUPF1_2	UPF1	680	614	3271	2783
sgZNF382_2	ZNF382	2667	2114	2892	2637
sgCDC23_1	CDC23	516	754	522	649
sgUGT1A10_1	UGT1A10	679	880	1054	913
sgMEST_3	MEST	637	815	840	471
sgTHEMIS2_2	THEMIS2	1468	1463	3435	2968
sgFRMPD2_4	FRMPD2	821	717	1518	1409
sgLSM14A_3	LSM14A	732	784	1115	876
sgNT5DC3_3	NT5DC3	874	645	2949	1800
sgRDH10_3	RDH10	704	798	811	961
sgCLDN34_4	CLDN34	815	495	709	1052
sgNRBP2_3	NRBP2	1192	1071	1437	1038
sgEYA2_3	EYA2	811	963	3548	1458
sgNADSYN1_4	NADSYN1	340	219	921	476
sgCOL28A1_3	COL28A1	1248	1394	3602	2158
sgPHLDA1_2	PHLDA1	1128	970	599	588
sgSYT3_1	SYT3	2703	1558	8199	3024
sgNRSN1_2	NRSN1	1114	1057	2493	1070
sgPLA2G4E_4	PLA2G4E	552	211	460	235
sgRBM11_3	RBM11	367	218	502	335
sgDDX25_1	DDX25	1602	692	1785	1028
sgGABRA1_4	GABRA1	1522	1607	2578	2309
sgSIM1_1	SIM1	1970	1595	5004	3248
sgCELF2_1	CELF2	1629	1201	675	412
sgMBOAT7_3	MBOAT7	973	813	357	532
sgDOCK11_2	DOCK11	1368	1212	1900	1809
sgDNAJC21_4	DNAJC21	848	728	375	268
sgRHBG_3	RHBG	983	849	596	405
sgKDM4C_2	KDM4C	406	594	631	280
sgMICU1_3	MICU1	3664	3218	763	929
sgOR10J3_1	OR10J3	1719	1734	784	443
sgNCKIPSD_4	NCKIPSD	208	170	535	458
sgGRAP_3	GRAP	672	684	305	470
sgUTP14A_2	UTP14A	253	621	1178	621
sgCRK_1	CRK	1008	772	218	389
sgEDIL3_4	EDIL3	705	671	1768	658
sgJAGN1_3	JAGN1	2153	1796	2162	1722
sgPJA1_1	PJA1	711	814	1720	754
sgTTBK2_1	TTBK2	1300	851	1885	780
sgENOSF1_1	ENOSF1	397	535	900	518
sgLYPD2_3	LYPD2	2139	1182	838	632
sgTMEM175_1	TMEM175	885	683	1038	1498
sgZBTB7C_1	ZBTB7C	782	400	853	562
sgANKMY1_1	ANKMY1	349	287	864	1277
sgJPH1_1	JPH1	1716	1560	773	704
sgARHGEF5_4	ARHGEF5	1781	1414	550	139
sgRASA4_1	RASA4	2064	2252	7452	4017
sgTXNRD3_3	TXNRD3	1286	1201	149	32
sgITPR2_4	ITPR2	1182	558	131	370
sgCXorf58_4	CXorf58	1177	1102	1316	1769
sgCDK16_3	CDK16	1074	1062	604	319
sgAMELX_4	AMELX	1391	920	2530	2006
sgCAMK1G_1	CAMK1G	1040	811	738	500
sgSLCO1C1_4	SLCO1C1	546	559	1735	606
sgZNF229_4	ZNF229	518	569	621	651
sgSEPT10_2	Sep-10	938	787	1542	1068
sgSLC39A3_3	SLC39A3	1315	1489	1758	654
sgRHBDF1_4	RHBDF1	799	803	905	917
sgPHTF2_1	PHTF2	233	222	1028	1234
sgALDH5A1_3	ALDH5A1	2052	1121	2133	1675
sgCAMTA2_4	CAMTA2	626	788	2231	2603
sgTMEM8A_3	TMEM8A	678	679	2947	1869
sgMNDA_1	MNDA	3485	3505	4608	3792
sgZNF493_1	ZNF493	637	591	3894	1441
sgNEUROG2_2	NEUROG2	1463	1238	1195	941
sgDAB2_2	DAB2	727	725	819	555
sgTHAP3_2	THAP3	1720	2390	2191	5840
sgCYP11B2_4	CYP11B2	1990	2160	1658	928
sgUFSP1_3	UFSP1	1679	1519	2100	1046
sgHOXD1_1	HOXD1	885	928	1388	1995
sgGLRX2_3	GLRX2	753	686	1296	1024
sgHSPA1L_4	HSPA1L	2078	1714	1139	1237
sgSLC24A3_4	SLC24A3	980	1088	3780	2668
sgIGSF9B_1	IGSF9B	2056	1491	2509	1573
sgFAM157B_4	FAM157B	730	818	1065	1330
sgSEPT5_1	Sep-05	412	203	6986	2153
sgADPRM_3	ADPRM	1757	783	2496	1387
sgSTX4_3	STX4	1254	457	403	834
sgB3GALT4_1	B3GALT4	1892	1599	1469	970
sgELOVL4_2	ELOVL4	362	546	183	341
sgSTRC_1	STRC	661	631	447	369
sgNHLH1_2	NHLH1	2376	1582	2030	2490
sgTCTEX1D4_4	TCTEX1D4	546	744	523	655
sgRTP4_3	RTP4	337	424	920	554
sgMMS22L_2	MMS22L	1075	1006	807	386
sgADPRHL1_4	ADPRHL1	542	457	695	867
sgSH3TC1_1	SH3TC1	1098	934	3822	1708
sgCEACAM18_4	CEACAM18	1861	822	917	874
sgADCY3_1	ADCY3	550	111	2725	3037
sgARMCX1_4	ARMCX1	185	256	263	184
sgGPBP1_4	GPBP1	971	1171	1572	1430
sgSCN1B_2	SCN1B	1180	1145	1316	1183
sgCGNL1_2	CGNL1	909	735	720	634
sgSH2D4B_3	SH2D4B	1062	811	3648	2937
sgSIRT4_4	SIRT4	1409	1457	2752	2219
sgKCTD20_4	KCTD20	987	1021	1641	1439
sgMAMDC4_3	MAMDC4	1238	1128	1986	1458
sgTRIM42_3	TRIM42	817	709	2700	2009
sgPTGDS_2	PTGDS	581	817	3371	2822
sgKCNIP4_1	KCNIP4	1892	1275	951	1078
sgSETD7_3	SETD7	1074	951	597	483
sgSEL1L_2	SEL1L	1589	1518	624	592
sgMPV17_1	MPV17	771	569	4019	5390
sgCEACAM3_3	CEACAM3	997	706	1158	881
sgXPO4_1	XPO4	945	745	542	232
sgLOC102724957_1	LOC102724957	1014	1007	2703	2328
sgHOMER3_1	HOMER3	536	371	1309	1257
sgEIF3CL_3	EIF3CL	422	375	451	443
sgPOLRMT_4	POLRMT	287	183	484	426
sgFADS2_4	FADS2	810	839	600	287
sgMMRN1_3	MMRN1	667	625	1323	742
sgANGPTL3_4	ANGPTL3	821	638	875	582
sgUBE2H_4	UBE2H	1334	1141	1495	1020
sgUFD1L_2	UFD1L	922	534	554	813
sgHINT1_1	HINT1	760	877	1905	782
sgGLRA3_1	GLRA3	561	451	518	492
sgSRPR_2	SRPR	1310	718	318	327
sgZFP62_3	ZFP62	966	644	767	587
sgSNED1_1	SNED1	1255	1531	4787	4625
sgECH1_1	ECH1	1939	1504	5951	4559
sgNFIC_4	NFIC	1052	1091	832	1191
sgOR5H1_3	OR5H1	489	479	1098	677
sgKCNK7_1	KCNK7	641	466	496	259
sgMUC12_3	MUC12	1358	932	1954	1325
sgARAP1_2	ARAP1	671	673	413	212
sgIFNA17_1	IFNA17	944	715	1104	979
sgLGALSL_3	LGALSL	1590	1341	6112	3712
sgCYBRD1_2	CYBRD1	478	236	2307	1582
sgTBL1Y_3	TBL1Y	1308	789	4278	1940
sgSUGP1_2	SUGP1	724	880	895	721
sgLCT_1	LCT	317	264	745	498
sgC3orf30_1	C3orf30	1220	1233	7355	4485
sgPLEKHJ1_1	PLEKHJ1	893	968	1799	769
sgTFF2_4	TFF2	729	616	233	403
sgHNRNPCL2_2	HNRNPCL2	503	429	479	586
sgXPR1_4	XPR1	1773	1470	1582	1020
sgC15orf59_4	C15orf59	2171	1831	4561	2205
sgFBXO17_2	FBXO17	348	141	1344	837
sgLDHB_1	LDHB	239	200	8686	3740
sgMTRNR2L1_1	MTRNR2L1	494	389	450	463
sgWNT10A_3	WNT10A	1309	833	176	250
sgRAPH1_4	RAPH1	496	610	360	253
sgSLC35F1_4	SLC35F1	258	245	67	14
sgZSWIM5_1	ZSWIM5	1506	1076	642	415
sgPPAPDC2_1	PPAPDC2	2316	1146	4109	2212
sgMFAP5_4	MFAP5	855	933	5015	2873
sgTIGD7_2	TIGD7	1052	1069	997	879
sgTOM1L2_2	TOM1L2	460	253	683	673
sgPDSS1_2	PDSS1	2197	1647	1110	2565
sgOPTC_1	OPTC	1250	642	1884	1596
sgPPP1R42_2	PPP1R42	440	185	192	299
sgGLTSCR1L_3	GLTSCR1L	490	326	1055	412
sgEFEMP1_4	EFEMP1	1028	1405	610	708
sgRBBP8_1	RBBP8	378	362	1926	1322
sgCHN2_4	CHN2	1376	1318	888	1178
sgNDOR1_2	NDOR1	577	229	640	696
sgPRIMA1_2	PRIMA1	2117	1848	15119	5983
sgSPI1_1	SPI1	812	604	1391	1546
sgDEFB130_2	DEFB130	3125	932	4968	1506
sgDOK1_4	DOK1	342	371	1229	1153
sgLYPD6B_1	LYPD6B	612	837	3652	2536
sgCNGA3_1	CNGA3	607	543	381	167
sgHEATR5A_4	HEATR5A	1187	856	132	282
sgGDF6_2	GDF6	828	711	707	400
sgZNF761_1	ZNF761	378	305	337	613
sgALAD_2	ALAD	668	705	405	878
sgNDUFS8_1	NDUFS8	1860	1932	394	808
sgNTRK3_4	NTRK3	1730	1860	336	477
sgSMC6_1	SMC6	1101	1019	399	306
sgNLRP13_4	NLRP13	279	29	66	128
sgSYT10_2	SYT10	1301	1236	6497	3233
sgMYH1_4	MYH1	341	511	346	468
sgE2F5_4	E2F5	1175	432	2573	1222
sgSPRR1A_1	SPRR1A	913	888	1954	1233
sgUSP40_1	USP40	1253	1059	1146	841
sgDCP1B_1	DCP1B	673	415	6431	2351
sgDENND5B_4	DENND5B	481	366	733	361
sgDUSP7_4	DUSP7	1542	1243	1593	1280
sgCT47A1_4	CT47A1	1546	901	2853	2307
sgSHISA9_2	SHISA9	772	802	1122	897
sgLZTS3_1	LZTS3	626	596	703	495
sgSLC12A7_2	SLC12A7	525	362	1912	1427
sgNRIP2_2	NRIP2	1233	1462	11246	5954
sgMYOZ3_2	MYOZ3	1058	842	9052	5825
sgCHST3_3	CHST3	1809	1666	344	254
sgFAM208A_3	FAM208A	785	968	1107	364
sgEMC10_1	EMC10	1091	1080	1358	1867
sgSCGN_2	SCGN	776	433	267	494
sgMAS1_4	MAS1	1167	889	1457	884
sgTAS2R5_2	TAS2R5	1609	1297	4997	2640
sgSLC25A31_1	SLC25A31	1664	1632	586	377
sgHDGFRP2_2	HDGFRP2	204	440	556	276
sgCTSV_3	CTSV	1321	956	2391	1761
sgAR_2	AR	1735	1501	2198	2872
sgKBTBD4_4	KBTBD4	202	221	1943	1395
sgTAOK2_1	TAOK2	684	666	1433	332
sgUQCC2_3	UQCC2	1019	582	1151	620
sgGOLGB1_2	GOLGB1	872	908	785	605
sgCLEC18C_1	CLEC18C	390	591	478	233
sgFCRL2_1	FCRL2	595	1128	492	324
sgSYAP1_1	SYAP1	389	498	1678	1454
sgBCL2L15_3	BCL2L15	510	250	1213	708
sgKLK12_2	KLK12	415	256	613	271
sgWDFY1_2	WDFY1	1260	1260	348	340
sgRAD51C_3	RAD51C	798	767	2206	2932
sgCAMTA2_2	CAMTA2	2904	1557	601	339
sgEVI5_1	EVI5	1270	954	523	402
sgCCDC160_3	CCDC160	2346	2267	5744	3712
sgTMEM191B_2	TMEM191B	623	720	440	299
sgCH17-360D5.1_1	CH17-360D5.1	390	473	1557	1721
sgMGAT4A_2	MGAT4A	242	366	257	305
sgKRTAP13-1_3	KRTAP13-1	1321	915	1657	1552
sgMEP1B_2	MEP1B	1659	1589	1785	1822
sgBTK_1	BTK	542	399	217	261
sgEML2_4	EML2	482	617	520	302
sgCCDC88B_4	CCDC88B	1081	1047	1375	904
sgPLD4_4	PLD4	679	460	2432	1186
sgFBLN2_1	FBLN2	274	159	55	126
sgSLC6A7_4	SLC6A7	1475	1367	2556	1064
sgCNGA1_4	CNGA1	996	1243	1496	1102
sgGPR65_1	GPR65	351	337	874	702
sgSLC6A5_2	SLC6A5	2030	1486	1868	1600
sgLHFPL3_3	LHFPL3	590	493	2396	1228
sgGLS2_1	GLS2	925	953	81	139
sgPOPDC3_2	POPDC3	452	306	1584	1320
sgBBS1_1	BBS1	1139	999	635	519
sgATP6V1G3_1	ATP6V1G3	2016	1225	1609	1199
sgEMC1_3	EMC1	1364	984	447	492
sgZNF841_2	ZNF841	1431	1558	1786	1109
sgUCK1_1	UCK1	1943	1115	1152	699
sgNPIPB9_3	NPIPB9	159	220	159	172
sgNPAS3_1	NPAS3	543	362	1160	600
sgPARP16_3	PARP16	2603	2254	341	469
sgRGS14_3	RGS14	833	973	1118	963
sgDUSP21_4	DUSP21	318	299	328	396
sgLOC102724279_3	LOC102724279	1528	1389	4887	3370
sgCLINT1_3	CLINT1	1379	1272	2754	3666
sgMYD88_4	MYD88	571	99	567	374
sgOR4E2_2	OR4E2	989	539	408	436
sgLOC100129636_3	LOC100129636	953	914	4504	2973
sgOR9I1_3	OR9I1	912	625	2162	1427
sgPPP3R1_4	PPP3R1	1615	1187	630	751
sgCCDC149_3	CCDC149	1145	1255	3341	2823
sgC11orf53_3	C11orf53	1396	904	645	707
sgMC5R_1	MC5R	995	1091	1456	1485
sgACOT13_3	ACOT13	307	360	1063	864
sgARPC5_3	ARPC5	619	742	3400	1779
sgTTC30B_3	TTC30B	1863	1959	1061	612
sgMDFI_1	MDFI	2242	1441	2763	1954
sgPAIP1_2	PAIP1	757	778	1820	1222
sgTDP2_3	TDP2	1517	1675	5171	2378
sgPOLR1C_4	POLR1C	221	479	186	288
sgLOC101927572_2	LOC101927572	1338	1231	740	692
sgLCE3D_4	LCE3D	1455	834	958	811
sgDPH3_4	DPH3	631	873	576	412
sgZNF629_4	ZNF629	666	837	210	200
sgCTGF_4	CTGF	807	785	5817	2768
sgDONSON_2	DONSON	2154	1040	320	545
sgZNF513_2	ZNF513	3251	2531	1837	2707
sgDLG1_1	DLG1	1449	1318	3138	2689
sgCDHR3_4	CDHR3	971	633	491	314
sgKIF22_4	KIF22	2294	2086	1913	900
sgDUSP3_2	DUSP3	1211	1193	856	836
sgNUP155_3	NUP155	875	594	414	222
sgRALBP1_4	RALBP1	2197	2295	5937	2894
sgDCST1_2	DCST1	1980	1193	3890	2586
sgLCA5L_2	LCA5L	154	235	928	461
sgDCAF10_2	DCAF10	358	499	1649	729
sgGUCY1A3_3	GUCY1A3	2753	2126	7001	3751
sgRBM43_3	RBM43	650	685	724	736
sgFN3K_2	FN3K	3030	2327	1145	793
sgSLC27A6_2	SLC27A6	1268	722	832	960
sgPPP1R14C_1	PPP1R14C	331	146	4729	2133
sgPBRM1_4	PBRM1	964	862	1125	1001
sgNEIL2_1	NEIL2	864	774	1963	1046
sgCCDC114_3	CCDC114	818	1178	3049	1779
sgSNED1_4	SNED1	579	533	405	353
sgGFOD2_2	GFOD2	709	658	4191	2384
sgBET1L_3	BET1L	548	352	1318	740
sgRPL32_3	RPL32	317	327	308	432
